date,cname,iso3,cases,deaths,pop,cu_cases,cu_deaths
2019-12-31,Afghanistan,AFG,0,0,38041757,0,0
2019-12-31,Algeria,DZA,0,0,43053054,0,0
2019-12-31,Armenia,ARM,0,0,2957728,0,0
2019-12-31,Australia,AUS,0,0,25203200,0,0
2019-12-31,Austria,AUT,0,0,8858775,0,0
2019-12-31,Azerbaijan,AZE,0,0,10047719,0,0
2019-12-31,Bahrain,BHR,0,0,1641164,0,0
2019-12-31,Belarus,BLR,0,0,9452409,0,0
2019-12-31,Belgium,BEL,0,0,11455519,0,0
2019-12-31,Brazil,BRA,0,0,211049519,0,0
2019-12-31,Cambodia,KHM,0,0,16486542,0,0
2019-12-31,Canada,CAN,0,0,37411038,0,0
2019-12-31,China,CHN,27,0,1433783692,27,0
2019-12-31,Croatia,HRV,0,0,4076246,0,0
2019-12-31,Czech Republic,CZE,0,0,10649800,0,0
2019-12-31,Denmark,DNK,0,0,5806081,0,0
2019-12-31,Dominican Republic,DOM,0,0,10738957,0,0
2019-12-31,Ecuador,ECU,0,0,17373657,0,0
2019-12-31,Egypt,EGY,0,0,100388076,0,0
2019-12-31,Estonia,EST,0,0,1324820,0,0
2019-12-31,Finland,FIN,0,0,5517919,0,0
2019-12-31,France,FRA,0,0,67012883,0,0
2019-12-31,Georgia,GEO,0,0,3996762,0,0
2019-12-31,Germany,DEU,0,0,83019213,0,0
2019-12-31,Greece,GRC,0,0,10724599,0,0
2019-12-31,Iceland,ISL,0,0,356991,0,0
2019-12-31,India,IND,0,0,1366417756,0,0
2019-12-31,Indonesia,IDN,0,0,270625567,0,0
2019-12-31,"Iran, Islamic Republic of",IRN,0,0,82913893,0,0
2019-12-31,Iraq,IRQ,0,0,39309789,0,0
2019-12-31,Ireland,IRL,0,0,4904240,0,0
2019-12-31,Israel,ISR,0,0,8519373,0,0
2019-12-31,Italy,ITA,0,0,60359546,0,0
2019-12-31,Japan,JPN,0,0,126860299,0,0
2019-12-31,Kuwait,KWT,0,0,4207077,0,0
2019-12-31,Lebanon,LBN,0,0,6855709,0,0
2019-12-31,Lithuania,LTU,0,0,2794184,0,0
2019-12-31,Luxembourg,LUX,0,0,613894,0,0
2019-12-31,Malaysia,MYS,0,0,31949789,0,0
2019-12-31,Mexico,MEX,0,0,127575529,0,0
2019-12-31,Monaco,MCO,0,0,33085,0,0
2019-12-31,Nepal,NPL,0,0,28608715,0,0
2019-12-31,Netherlands,NLD,0,0,17282163,0,0
2019-12-31,New Zealand,NZL,0,0,4783062,0,0
2019-12-31,Nigeria,NGA,0,0,200963603,0,0
2019-12-31,"Macedonia, the former Yugoslav Republic of",MKD,0,0,2077132,0,0
2019-12-31,Norway,NOR,0,0,5328212,0,0
2019-12-31,Oman,OMN,0,0,4974992,0,0
2019-12-31,Pakistan,PAK,0,0,216565317,0,0
2019-12-31,Philippines,PHL,0,0,108116622,0,0
2019-12-31,Qatar,QAT,0,0,2832071,0,0
2019-12-31,Romania,ROU,0,0,19414458,0,0
2019-12-31,Russian Federation,RUS,0,0,145872260,0,0
2019-12-31,San Marino,SMR,0,0,34453,0,0
2019-12-31,Singapore,SGP,0,0,5804343,0,0
2019-12-31,"Korea, Republic of",KOR,0,0,51225321,0,0
2019-12-31,Spain,ESP,0,0,46937060,0,0
2019-12-31,Sri Lanka,LKA,0,0,21323734,0,0
2019-12-31,Sweden,SWE,0,0,10230185,0,0
2019-12-31,Switzerland,CHE,0,0,8544527,0,0
2019-12-31,"Taiwan, Province of China",TWN,0,0,23773881,0,0
2019-12-31,Thailand,THA,0,0,69625581,0,0
2019-12-31,United Arab Emirates,ARE,0,0,9770526,0,0
2019-12-31,United Kingdom,GBR,0,0,66647112,0,0
2019-12-31,United States,USA,0,0,329064917,0,0
2019-12-31,Viet Nam,VNM,0,0,96462108,0,0
2020-01-01,Afghanistan,AFG,0,0,38041757,0,0
2020-01-01,Algeria,DZA,0,0,43053054,0,0
2020-01-01,Armenia,ARM,0,0,2957728,0,0
2020-01-01,Australia,AUS,0,0,25203200,0,0
2020-01-01,Austria,AUT,0,0,8858775,0,0
2020-01-01,Azerbaijan,AZE,0,0,10047719,0,0
2020-01-01,Bahrain,BHR,0,0,1641164,0,0
2020-01-01,Belarus,BLR,0,0,9452409,0,0
2020-01-01,Belgium,BEL,0,0,11455519,0,0
2020-01-01,Brazil,BRA,0,0,211049519,0,0
2020-01-01,Cambodia,KHM,0,0,16486542,0,0
2020-01-01,Canada,CAN,0,0,37411038,0,0
2020-01-01,China,CHN,0,0,1433783692,27,0
2020-01-01,Croatia,HRV,0,0,4076246,0,0
2020-01-01,Czech Republic,CZE,0,0,10649800,0,0
2020-01-01,Denmark,DNK,0,0,5806081,0,0
2020-01-01,Dominican Republic,DOM,0,0,10738957,0,0
2020-01-01,Ecuador,ECU,0,0,17373657,0,0
2020-01-01,Egypt,EGY,0,0,100388076,0,0
2020-01-01,Estonia,EST,0,0,1324820,0,0
2020-01-01,Finland,FIN,0,0,5517919,0,0
2020-01-01,France,FRA,0,0,67012883,0,0
2020-01-01,Georgia,GEO,0,0,3996762,0,0
2020-01-01,Germany,DEU,0,0,83019213,0,0
2020-01-01,Greece,GRC,0,0,10724599,0,0
2020-01-01,Iceland,ISL,0,0,356991,0,0
2020-01-01,India,IND,0,0,1366417756,0,0
2020-01-01,Indonesia,IDN,0,0,270625567,0,0
2020-01-01,"Iran, Islamic Republic of",IRN,0,0,82913893,0,0
2020-01-01,Iraq,IRQ,0,0,39309789,0,0
2020-01-01,Ireland,IRL,0,0,4904240,0,0
2020-01-01,Israel,ISR,0,0,8519373,0,0
2020-01-01,Italy,ITA,0,0,60359546,0,0
2020-01-01,Japan,JPN,0,0,126860299,0,0
2020-01-01,Kuwait,KWT,0,0,4207077,0,0
2020-01-01,Lebanon,LBN,0,0,6855709,0,0
2020-01-01,Lithuania,LTU,0,0,2794184,0,0
2020-01-01,Luxembourg,LUX,0,0,613894,0,0
2020-01-01,Malaysia,MYS,0,0,31949789,0,0
2020-01-01,Mexico,MEX,0,0,127575529,0,0
2020-01-01,Monaco,MCO,0,0,33085,0,0
2020-01-01,Nepal,NPL,0,0,28608715,0,0
2020-01-01,Netherlands,NLD,0,0,17282163,0,0
2020-01-01,New Zealand,NZL,0,0,4783062,0,0
2020-01-01,Nigeria,NGA,0,0,200963603,0,0
2020-01-01,"Macedonia, the former Yugoslav Republic of",MKD,0,0,2077132,0,0
2020-01-01,Norway,NOR,0,0,5328212,0,0
2020-01-01,Oman,OMN,0,0,4974992,0,0
2020-01-01,Pakistan,PAK,0,0,216565317,0,0
2020-01-01,Philippines,PHL,0,0,108116622,0,0
2020-01-01,Qatar,QAT,0,0,2832071,0,0
2020-01-01,Romania,ROU,0,0,19414458,0,0
2020-01-01,Russian Federation,RUS,0,0,145872260,0,0
2020-01-01,San Marino,SMR,0,0,34453,0,0
2020-01-01,Singapore,SGP,0,0,5804343,0,0
2020-01-01,"Korea, Republic of",KOR,0,0,51225321,0,0
2020-01-01,Spain,ESP,0,0,46937060,0,0
2020-01-01,Sri Lanka,LKA,0,0,21323734,0,0
2020-01-01,Sweden,SWE,0,0,10230185,0,0
2020-01-01,Switzerland,CHE,0,0,8544527,0,0
2020-01-01,"Taiwan, Province of China",TWN,0,0,23773881,0,0
2020-01-01,Thailand,THA,0,0,69625581,0,0
2020-01-01,United Arab Emirates,ARE,0,0,9770526,0,0
2020-01-01,United Kingdom,GBR,0,0,66647112,0,0
2020-01-01,United States,USA,0,0,329064917,0,0
2020-01-01,Viet Nam,VNM,0,0,96462108,0,0
2020-01-02,Afghanistan,AFG,0,0,38041757,0,0
2020-01-02,Algeria,DZA,0,0,43053054,0,0
2020-01-02,Armenia,ARM,0,0,2957728,0,0
2020-01-02,Australia,AUS,0,0,25203200,0,0
2020-01-02,Austria,AUT,0,0,8858775,0,0
2020-01-02,Azerbaijan,AZE,0,0,10047719,0,0
2020-01-02,Bahrain,BHR,0,0,1641164,0,0
2020-01-02,Belarus,BLR,0,0,9452409,0,0
2020-01-02,Belgium,BEL,0,0,11455519,0,0
2020-01-02,Brazil,BRA,0,0,211049519,0,0
2020-01-02,Cambodia,KHM,0,0,16486542,0,0
2020-01-02,Canada,CAN,0,0,37411038,0,0
2020-01-02,China,CHN,0,0,1433783692,27,0
2020-01-02,Croatia,HRV,0,0,4076246,0,0
2020-01-02,Czech Republic,CZE,0,0,10649800,0,0
2020-01-02,Denmark,DNK,0,0,5806081,0,0
2020-01-02,Dominican Republic,DOM,0,0,10738957,0,0
2020-01-02,Ecuador,ECU,0,0,17373657,0,0
2020-01-02,Egypt,EGY,0,0,100388076,0,0
2020-01-02,Estonia,EST,0,0,1324820,0,0
2020-01-02,Finland,FIN,0,0,5517919,0,0
2020-01-02,France,FRA,0,0,67012883,0,0
2020-01-02,Georgia,GEO,0,0,3996762,0,0
2020-01-02,Germany,DEU,0,0,83019213,0,0
2020-01-02,Greece,GRC,0,0,10724599,0,0
2020-01-02,Iceland,ISL,0,0,356991,0,0
2020-01-02,India,IND,0,0,1366417756,0,0
2020-01-02,Indonesia,IDN,0,0,270625567,0,0
2020-01-02,"Iran, Islamic Republic of",IRN,0,0,82913893,0,0
2020-01-02,Iraq,IRQ,0,0,39309789,0,0
2020-01-02,Ireland,IRL,0,0,4904240,0,0
2020-01-02,Israel,ISR,0,0,8519373,0,0
2020-01-02,Italy,ITA,0,0,60359546,0,0
2020-01-02,Japan,JPN,0,0,126860299,0,0
2020-01-02,Kuwait,KWT,0,0,4207077,0,0
2020-01-02,Lebanon,LBN,0,0,6855709,0,0
2020-01-02,Lithuania,LTU,0,0,2794184,0,0
2020-01-02,Luxembourg,LUX,0,0,613894,0,0
2020-01-02,Malaysia,MYS,0,0,31949789,0,0
2020-01-02,Mexico,MEX,0,0,127575529,0,0
2020-01-02,Monaco,MCO,0,0,33085,0,0
2020-01-02,Nepal,NPL,0,0,28608715,0,0
2020-01-02,Netherlands,NLD,0,0,17282163,0,0
2020-01-02,New Zealand,NZL,0,0,4783062,0,0
2020-01-02,Nigeria,NGA,0,0,200963603,0,0
2020-01-02,"Macedonia, the former Yugoslav Republic of",MKD,0,0,2077132,0,0
2020-01-02,Norway,NOR,0,0,5328212,0,0
2020-01-02,Oman,OMN,0,0,4974992,0,0
2020-01-02,Pakistan,PAK,0,0,216565317,0,0
2020-01-02,Philippines,PHL,0,0,108116622,0,0
2020-01-02,Qatar,QAT,0,0,2832071,0,0
2020-01-02,Romania,ROU,0,0,19414458,0,0
2020-01-02,Russian Federation,RUS,0,0,145872260,0,0
2020-01-02,San Marino,SMR,0,0,34453,0,0
2020-01-02,Singapore,SGP,0,0,5804343,0,0
2020-01-02,"Korea, Republic of",KOR,0,0,51225321,0,0
2020-01-02,Spain,ESP,0,0,46937060,0,0
2020-01-02,Sri Lanka,LKA,0,0,21323734,0,0
2020-01-02,Sweden,SWE,0,0,10230185,0,0
2020-01-02,Switzerland,CHE,0,0,8544527,0,0
2020-01-02,"Taiwan, Province of China",TWN,0,0,23773881,0,0
2020-01-02,Thailand,THA,0,0,69625581,0,0
2020-01-02,United Arab Emirates,ARE,0,0,9770526,0,0
2020-01-02,United Kingdom,GBR,0,0,66647112,0,0
2020-01-02,United States,USA,0,0,329064917,0,0
2020-01-02,Viet Nam,VNM,0,0,96462108,0,0
2020-01-03,Afghanistan,AFG,0,0,38041757,0,0
2020-01-03,Algeria,DZA,0,0,43053054,0,0
2020-01-03,Armenia,ARM,0,0,2957728,0,0
2020-01-03,Australia,AUS,0,0,25203200,0,0
2020-01-03,Austria,AUT,0,0,8858775,0,0
2020-01-03,Azerbaijan,AZE,0,0,10047719,0,0
2020-01-03,Bahrain,BHR,0,0,1641164,0,0
2020-01-03,Belarus,BLR,0,0,9452409,0,0
2020-01-03,Belgium,BEL,0,0,11455519,0,0
2020-01-03,Brazil,BRA,0,0,211049519,0,0
2020-01-03,Cambodia,KHM,0,0,16486542,0,0
2020-01-03,Canada,CAN,0,0,37411038,0,0
2020-01-03,China,CHN,17,0,1433783692,44,0
2020-01-03,Croatia,HRV,0,0,4076246,0,0
2020-01-03,Czech Republic,CZE,0,0,10649800,0,0
2020-01-03,Denmark,DNK,0,0,5806081,0,0
2020-01-03,Dominican Republic,DOM,0,0,10738957,0,0
2020-01-03,Ecuador,ECU,0,0,17373657,0,0
2020-01-03,Egypt,EGY,0,0,100388076,0,0
2020-01-03,Estonia,EST,0,0,1324820,0,0
2020-01-03,Finland,FIN,0,0,5517919,0,0
2020-01-03,France,FRA,0,0,67012883,0,0
2020-01-03,Georgia,GEO,0,0,3996762,0,0
2020-01-03,Germany,DEU,0,0,83019213,0,0
2020-01-03,Greece,GRC,0,0,10724599,0,0
2020-01-03,Iceland,ISL,0,0,356991,0,0
2020-01-03,India,IND,0,0,1366417756,0,0
2020-01-03,Indonesia,IDN,0,0,270625567,0,0
2020-01-03,"Iran, Islamic Republic of",IRN,0,0,82913893,0,0
2020-01-03,Iraq,IRQ,0,0,39309789,0,0
2020-01-03,Ireland,IRL,0,0,4904240,0,0
2020-01-03,Israel,ISR,0,0,8519373,0,0
2020-01-03,Italy,ITA,0,0,60359546,0,0
2020-01-03,Japan,JPN,0,0,126860299,0,0
2020-01-03,Kuwait,KWT,0,0,4207077,0,0
2020-01-03,Lebanon,LBN,0,0,6855709,0,0
2020-01-03,Lithuania,LTU,0,0,2794184,0,0
2020-01-03,Luxembourg,LUX,0,0,613894,0,0
2020-01-03,Malaysia,MYS,0,0,31949789,0,0
2020-01-03,Mexico,MEX,0,0,127575529,0,0
2020-01-03,Monaco,MCO,0,0,33085,0,0
2020-01-03,Nepal,NPL,0,0,28608715,0,0
2020-01-03,Netherlands,NLD,0,0,17282163,0,0
2020-01-03,New Zealand,NZL,0,0,4783062,0,0
2020-01-03,Nigeria,NGA,0,0,200963603,0,0
2020-01-03,"Macedonia, the former Yugoslav Republic of",MKD,0,0,2077132,0,0
2020-01-03,Norway,NOR,0,0,5328212,0,0
2020-01-03,Oman,OMN,0,0,4974992,0,0
2020-01-03,Pakistan,PAK,0,0,216565317,0,0
2020-01-03,Philippines,PHL,0,0,108116622,0,0
2020-01-03,Qatar,QAT,0,0,2832071,0,0
2020-01-03,Romania,ROU,0,0,19414458,0,0
2020-01-03,Russian Federation,RUS,0,0,145872260,0,0
2020-01-03,San Marino,SMR,0,0,34453,0,0
2020-01-03,Singapore,SGP,0,0,5804343,0,0
2020-01-03,"Korea, Republic of",KOR,0,0,51225321,0,0
2020-01-03,Spain,ESP,0,0,46937060,0,0
2020-01-03,Sri Lanka,LKA,0,0,21323734,0,0
2020-01-03,Sweden,SWE,0,0,10230185,0,0
2020-01-03,Switzerland,CHE,0,0,8544527,0,0
2020-01-03,"Taiwan, Province of China",TWN,0,0,23773881,0,0
2020-01-03,Thailand,THA,0,0,69625581,0,0
2020-01-03,United Arab Emirates,ARE,0,0,9770526,0,0
2020-01-03,United Kingdom,GBR,0,0,66647112,0,0
2020-01-03,United States,USA,0,0,329064917,0,0
2020-01-03,Viet Nam,VNM,0,0,96462108,0,0
2020-01-04,Afghanistan,AFG,0,0,38041757,0,0
2020-01-04,Algeria,DZA,0,0,43053054,0,0
2020-01-04,Armenia,ARM,0,0,2957728,0,0
2020-01-04,Australia,AUS,0,0,25203200,0,0
2020-01-04,Austria,AUT,0,0,8858775,0,0
2020-01-04,Azerbaijan,AZE,0,0,10047719,0,0
2020-01-04,Bahrain,BHR,0,0,1641164,0,0
2020-01-04,Belarus,BLR,0,0,9452409,0,0
2020-01-04,Belgium,BEL,0,0,11455519,0,0
2020-01-04,Brazil,BRA,0,0,211049519,0,0
2020-01-04,Cambodia,KHM,0,0,16486542,0,0
2020-01-04,Canada,CAN,0,0,37411038,0,0
2020-01-04,China,CHN,0,0,1433783692,44,0
2020-01-04,Croatia,HRV,0,0,4076246,0,0
2020-01-04,Czech Republic,CZE,0,0,10649800,0,0
2020-01-04,Denmark,DNK,0,0,5806081,0,0
2020-01-04,Dominican Republic,DOM,0,0,10738957,0,0
2020-01-04,Ecuador,ECU,0,0,17373657,0,0
2020-01-04,Egypt,EGY,0,0,100388076,0,0
2020-01-04,Estonia,EST,0,0,1324820,0,0
2020-01-04,Finland,FIN,0,0,5517919,0,0
2020-01-04,France,FRA,0,0,67012883,0,0
2020-01-04,Georgia,GEO,0,0,3996762,0,0
2020-01-04,Germany,DEU,0,0,83019213,0,0
2020-01-04,Greece,GRC,0,0,10724599,0,0
2020-01-04,Iceland,ISL,0,0,356991,0,0
2020-01-04,India,IND,0,0,1366417756,0,0
2020-01-04,Indonesia,IDN,0,0,270625567,0,0
2020-01-04,"Iran, Islamic Republic of",IRN,0,0,82913893,0,0
2020-01-04,Iraq,IRQ,0,0,39309789,0,0
2020-01-04,Ireland,IRL,0,0,4904240,0,0
2020-01-04,Israel,ISR,0,0,8519373,0,0
2020-01-04,Italy,ITA,0,0,60359546,0,0
2020-01-04,Japan,JPN,0,0,126860299,0,0
2020-01-04,Kuwait,KWT,0,0,4207077,0,0
2020-01-04,Lebanon,LBN,0,0,6855709,0,0
2020-01-04,Lithuania,LTU,0,0,2794184,0,0
2020-01-04,Luxembourg,LUX,0,0,613894,0,0
2020-01-04,Malaysia,MYS,0,0,31949789,0,0
2020-01-04,Mexico,MEX,0,0,127575529,0,0
2020-01-04,Monaco,MCO,0,0,33085,0,0
2020-01-04,Nepal,NPL,0,0,28608715,0,0
2020-01-04,Netherlands,NLD,0,0,17282163,0,0
2020-01-04,New Zealand,NZL,0,0,4783062,0,0
2020-01-04,Nigeria,NGA,0,0,200963603,0,0
2020-01-04,"Macedonia, the former Yugoslav Republic of",MKD,0,0,2077132,0,0
2020-01-04,Norway,NOR,0,0,5328212,0,0
2020-01-04,Oman,OMN,0,0,4974992,0,0
2020-01-04,Pakistan,PAK,0,0,216565317,0,0
2020-01-04,Philippines,PHL,0,0,108116622,0,0
2020-01-04,Qatar,QAT,0,0,2832071,0,0
2020-01-04,Romania,ROU,0,0,19414458,0,0
2020-01-04,Russian Federation,RUS,0,0,145872260,0,0
2020-01-04,San Marino,SMR,0,0,34453,0,0
2020-01-04,Singapore,SGP,0,0,5804343,0,0
2020-01-04,"Korea, Republic of",KOR,0,0,51225321,0,0
2020-01-04,Spain,ESP,0,0,46937060,0,0
2020-01-04,Sri Lanka,LKA,0,0,21323734,0,0
2020-01-04,Sweden,SWE,0,0,10230185,0,0
2020-01-04,Switzerland,CHE,0,0,8544527,0,0
2020-01-04,"Taiwan, Province of China",TWN,0,0,23773881,0,0
2020-01-04,Thailand,THA,0,0,69625581,0,0
2020-01-04,United Arab Emirates,ARE,0,0,9770526,0,0
2020-01-04,United Kingdom,GBR,0,0,66647112,0,0
2020-01-04,United States,USA,0,0,329064917,0,0
2020-01-04,Viet Nam,VNM,0,0,96462108,0,0
2020-01-05,Afghanistan,AFG,0,0,38041757,0,0
2020-01-05,Algeria,DZA,0,0,43053054,0,0
2020-01-05,Armenia,ARM,0,0,2957728,0,0
2020-01-05,Australia,AUS,0,0,25203200,0,0
2020-01-05,Austria,AUT,0,0,8858775,0,0
2020-01-05,Azerbaijan,AZE,0,0,10047719,0,0
2020-01-05,Bahrain,BHR,0,0,1641164,0,0
2020-01-05,Belarus,BLR,0,0,9452409,0,0
2020-01-05,Belgium,BEL,0,0,11455519,0,0
2020-01-05,Brazil,BRA,0,0,211049519,0,0
2020-01-05,Cambodia,KHM,0,0,16486542,0,0
2020-01-05,Canada,CAN,0,0,37411038,0,0
2020-01-05,China,CHN,15,0,1433783692,59,0
2020-01-05,Croatia,HRV,0,0,4076246,0,0
2020-01-05,Czech Republic,CZE,0,0,10649800,0,0
2020-01-05,Denmark,DNK,0,0,5806081,0,0
2020-01-05,Dominican Republic,DOM,0,0,10738957,0,0
2020-01-05,Ecuador,ECU,0,0,17373657,0,0
2020-01-05,Egypt,EGY,0,0,100388076,0,0
2020-01-05,Estonia,EST,0,0,1324820,0,0
2020-01-05,Finland,FIN,0,0,5517919,0,0
2020-01-05,France,FRA,0,0,67012883,0,0
2020-01-05,Georgia,GEO,0,0,3996762,0,0
2020-01-05,Germany,DEU,0,0,83019213,0,0
2020-01-05,Greece,GRC,0,0,10724599,0,0
2020-01-05,Iceland,ISL,0,0,356991,0,0
2020-01-05,India,IND,0,0,1366417756,0,0
2020-01-05,Indonesia,IDN,0,0,270625567,0,0
2020-01-05,"Iran, Islamic Republic of",IRN,0,0,82913893,0,0
2020-01-05,Iraq,IRQ,0,0,39309789,0,0
2020-01-05,Ireland,IRL,0,0,4904240,0,0
2020-01-05,Israel,ISR,0,0,8519373,0,0
2020-01-05,Italy,ITA,0,0,60359546,0,0
2020-01-05,Japan,JPN,0,0,126860299,0,0
2020-01-05,Kuwait,KWT,0,0,4207077,0,0
2020-01-05,Lebanon,LBN,0,0,6855709,0,0
2020-01-05,Lithuania,LTU,0,0,2794184,0,0
2020-01-05,Luxembourg,LUX,0,0,613894,0,0
2020-01-05,Malaysia,MYS,0,0,31949789,0,0
2020-01-05,Mexico,MEX,0,0,127575529,0,0
2020-01-05,Monaco,MCO,0,0,33085,0,0
2020-01-05,Nepal,NPL,0,0,28608715,0,0
2020-01-05,Netherlands,NLD,0,0,17282163,0,0
2020-01-05,New Zealand,NZL,0,0,4783062,0,0
2020-01-05,Nigeria,NGA,0,0,200963603,0,0
2020-01-05,"Macedonia, the former Yugoslav Republic of",MKD,0,0,2077132,0,0
2020-01-05,Norway,NOR,0,0,5328212,0,0
2020-01-05,Oman,OMN,0,0,4974992,0,0
2020-01-05,Pakistan,PAK,0,0,216565317,0,0
2020-01-05,Philippines,PHL,0,0,108116622,0,0
2020-01-05,Qatar,QAT,0,0,2832071,0,0
2020-01-05,Romania,ROU,0,0,19414458,0,0
2020-01-05,Russian Federation,RUS,0,0,145872260,0,0
2020-01-05,San Marino,SMR,0,0,34453,0,0
2020-01-05,Singapore,SGP,0,0,5804343,0,0
2020-01-05,"Korea, Republic of",KOR,0,0,51225321,0,0
2020-01-05,Spain,ESP,0,0,46937060,0,0
2020-01-05,Sri Lanka,LKA,0,0,21323734,0,0
2020-01-05,Sweden,SWE,0,0,10230185,0,0
2020-01-05,Switzerland,CHE,0,0,8544527,0,0
2020-01-05,"Taiwan, Province of China",TWN,0,0,23773881,0,0
2020-01-05,Thailand,THA,0,0,69625581,0,0
2020-01-05,United Arab Emirates,ARE,0,0,9770526,0,0
2020-01-05,United Kingdom,GBR,0,0,66647112,0,0
2020-01-05,United States,USA,0,0,329064917,0,0
2020-01-05,Viet Nam,VNM,0,0,96462108,0,0
2020-01-06,Afghanistan,AFG,0,0,38041757,0,0
2020-01-06,Algeria,DZA,0,0,43053054,0,0
2020-01-06,Armenia,ARM,0,0,2957728,0,0
2020-01-06,Australia,AUS,0,0,25203200,0,0
2020-01-06,Austria,AUT,0,0,8858775,0,0
2020-01-06,Azerbaijan,AZE,0,0,10047719,0,0
2020-01-06,Bahrain,BHR,0,0,1641164,0,0
2020-01-06,Belarus,BLR,0,0,9452409,0,0
2020-01-06,Belgium,BEL,0,0,11455519,0,0
2020-01-06,Brazil,BRA,0,0,211049519,0,0
2020-01-06,Cambodia,KHM,0,0,16486542,0,0
2020-01-06,Canada,CAN,0,0,37411038,0,0
2020-01-06,China,CHN,0,0,1433783692,59,0
2020-01-06,Croatia,HRV,0,0,4076246,0,0
2020-01-06,Czech Republic,CZE,0,0,10649800,0,0
2020-01-06,Denmark,DNK,0,0,5806081,0,0
2020-01-06,Dominican Republic,DOM,0,0,10738957,0,0
2020-01-06,Ecuador,ECU,0,0,17373657,0,0
2020-01-06,Egypt,EGY,0,0,100388076,0,0
2020-01-06,Estonia,EST,0,0,1324820,0,0
2020-01-06,Finland,FIN,0,0,5517919,0,0
2020-01-06,France,FRA,0,0,67012883,0,0
2020-01-06,Georgia,GEO,0,0,3996762,0,0
2020-01-06,Germany,DEU,0,0,83019213,0,0
2020-01-06,Greece,GRC,0,0,10724599,0,0
2020-01-06,Iceland,ISL,0,0,356991,0,0
2020-01-06,India,IND,0,0,1366417756,0,0
2020-01-06,Indonesia,IDN,0,0,270625567,0,0
2020-01-06,"Iran, Islamic Republic of",IRN,0,0,82913893,0,0
2020-01-06,Iraq,IRQ,0,0,39309789,0,0
2020-01-06,Ireland,IRL,0,0,4904240,0,0
2020-01-06,Israel,ISR,0,0,8519373,0,0
2020-01-06,Italy,ITA,0,0,60359546,0,0
2020-01-06,Japan,JPN,0,0,126860299,0,0
2020-01-06,Kuwait,KWT,0,0,4207077,0,0
2020-01-06,Lebanon,LBN,0,0,6855709,0,0
2020-01-06,Lithuania,LTU,0,0,2794184,0,0
2020-01-06,Luxembourg,LUX,0,0,613894,0,0
2020-01-06,Malaysia,MYS,0,0,31949789,0,0
2020-01-06,Mexico,MEX,0,0,127575529,0,0
2020-01-06,Monaco,MCO,0,0,33085,0,0
2020-01-06,Nepal,NPL,0,0,28608715,0,0
2020-01-06,Netherlands,NLD,0,0,17282163,0,0
2020-01-06,New Zealand,NZL,0,0,4783062,0,0
2020-01-06,Nigeria,NGA,0,0,200963603,0,0
2020-01-06,"Macedonia, the former Yugoslav Republic of",MKD,0,0,2077132,0,0
2020-01-06,Norway,NOR,0,0,5328212,0,0
2020-01-06,Oman,OMN,0,0,4974992,0,0
2020-01-06,Pakistan,PAK,0,0,216565317,0,0
2020-01-06,Philippines,PHL,0,0,108116622,0,0
2020-01-06,Qatar,QAT,0,0,2832071,0,0
2020-01-06,Romania,ROU,0,0,19414458,0,0
2020-01-06,Russian Federation,RUS,0,0,145872260,0,0
2020-01-06,San Marino,SMR,0,0,34453,0,0
2020-01-06,Singapore,SGP,0,0,5804343,0,0
2020-01-06,"Korea, Republic of",KOR,0,0,51225321,0,0
2020-01-06,Spain,ESP,0,0,46937060,0,0
2020-01-06,Sri Lanka,LKA,0,0,21323734,0,0
2020-01-06,Sweden,SWE,0,0,10230185,0,0
2020-01-06,Switzerland,CHE,0,0,8544527,0,0
2020-01-06,"Taiwan, Province of China",TWN,0,0,23773881,0,0
2020-01-06,Thailand,THA,0,0,69625581,0,0
2020-01-06,United Arab Emirates,ARE,0,0,9770526,0,0
2020-01-06,United Kingdom,GBR,0,0,66647112,0,0
2020-01-06,United States,USA,0,0,329064917,0,0
2020-01-06,Viet Nam,VNM,0,0,96462108,0,0
2020-01-07,Afghanistan,AFG,0,0,38041757,0,0
2020-01-07,Algeria,DZA,0,0,43053054,0,0
2020-01-07,Armenia,ARM,0,0,2957728,0,0
2020-01-07,Australia,AUS,0,0,25203200,0,0
2020-01-07,Austria,AUT,0,0,8858775,0,0
2020-01-07,Azerbaijan,AZE,0,0,10047719,0,0
2020-01-07,Bahrain,BHR,0,0,1641164,0,0
2020-01-07,Belarus,BLR,0,0,9452409,0,0
2020-01-07,Belgium,BEL,0,0,11455519,0,0
2020-01-07,Brazil,BRA,0,0,211049519,0,0
2020-01-07,Cambodia,KHM,0,0,16486542,0,0
2020-01-07,Canada,CAN,0,0,37411038,0,0
2020-01-07,China,CHN,0,0,1433783692,59,0
2020-01-07,Croatia,HRV,0,0,4076246,0,0
2020-01-07,Czech Republic,CZE,0,0,10649800,0,0
2020-01-07,Denmark,DNK,0,0,5806081,0,0
2020-01-07,Dominican Republic,DOM,0,0,10738957,0,0
2020-01-07,Ecuador,ECU,0,0,17373657,0,0
2020-01-07,Egypt,EGY,0,0,100388076,0,0
2020-01-07,Estonia,EST,0,0,1324820,0,0
2020-01-07,Finland,FIN,0,0,5517919,0,0
2020-01-07,France,FRA,0,0,67012883,0,0
2020-01-07,Georgia,GEO,0,0,3996762,0,0
2020-01-07,Germany,DEU,0,0,83019213,0,0
2020-01-07,Greece,GRC,0,0,10724599,0,0
